raw_venue_string,canonical_venue,altitude_m,altitude_source,confidence,notes
"Emirates Arena, Glasgow (GBR)","Emirates Arena, Glasgow",10,llm_gemini_v4,high,"The arena is located in the Dalmarnock area of Glasgow, situated on the banks of the River Clyde at approximately 10m above sea level."
"Centro Sportivo Fontanassa, Savona (ITA)","Centro Sportivo Fontanassa, Savona",65,llm_gemini_v4,high,The Fontanassa athletics complex is located on a hillside in the southern part of Savona; topographic data places the track surface at approximately 65m above sea level.
"Mestni stadion, Ptuj (SLO)","Mestni Stadion, Ptuj",229,llm_gemini_v4,high,"The stadium is located in the Drava Valley at an elevation of approximately 229m, consistent with Ptuj city topography."
"Helmántico, Salamanca (ESP)","Estadio Helmantico, Salamanca",802,llm_gemini_v4,high,"The stadium is located in Villares de la Reina, just north of Salamanca city center, at a recorded elevation of approximately 802m."
"Sugathadasa Stadium, Colombo (SRI)","Sugathadasa Stadium, Colombo",4,llm_gemini_v4,high,"The stadium is located in the Kotahena district of Colombo, a coastal area with an elevation of approximately 3-5 meters above sea level."
"National Track and Field Centre, Leonora (GUY)","National Track and Field Centre, Leonora",2,llm_gemini_v4,high,"The venue is located in Leonora on the coastal plain of Guyana, which is notoriously low-lying and often below sea level at high tide; topographic data places this specific site at approximately 2 meters above sea level."
"Olympiastadion, Berlin (GER)","Olympiastadion, Berlin",34,llm_gemini_v4,high,The stadium is located in the Westend district of Berlin; official topographic data for the site indicates an elevation of approximately 34-36 meters above sea level.
"Arena Civica Gianni Brera, Milano (ITA)","Arena Civica Gianni Brera, Milan",122,llm_gemini_v4,high,"The Arena Civica is located in Parco Sempione, Milan, which sits at a consistent elevation of approximately 122 meters above sea level."
"Municipal Stadium, Trikala (GRE)","Municipal Stadium, Trikala",115,llm_gemini_v4,high,The Trikala Municipal Stadium is located in the central Greek plains at an elevation of approximately 115m above sea level.
"Stadion Allmend, Luzern (SUI)","Stadion Allmend, Lucerne",437,llm_gemini_v4,high,"The Stadion Allmend is located in the Allmend sports complex in Lucerne, which sits at an elevation of approximately 437m above sea level."
"Kalinga Stadium, Bhubaneshwar (IND)","Kalinga Stadium, Bhubaneswar",45,llm_gemini_v4,high,Bhubaneswar is located on a low plateau with an average elevation of 45m; the stadium site is situated on flat terrain consistent with this regional elevation.
"IFU Arena, Uppsala (SWE)","IFU Arena, Uppsala",15,llm_gemini_v4,high,IFU Arena is located in the Gränby district of Uppsala; topographic data for this specific site indicates an elevation of approximately 15 meters above sea level.
"Swangard Stadium, Burnaby (CAN)","Swangard Stadium, Burnaby",45,llm_gemini_v4,high,"Located in Central Park, Burnaby; topographic data confirms the stadium floor sits at approximately 45m above sea level."
"Stade Adolphe Cheron, St-Maur (FRA)","Stade Adolphe Cheron, Saint-Maur-des-Fosses",38,llm_gemini_v4,high,The stadium is located in Saint-Maur-des-Fosses near the Marne river; topographic data for this specific site indicates an elevation of approximately 38 meters.
"Sportpark Ter Specke, Lisse (NED)","Sportpark Ter Specke, Lisse",1,llm_gemini_v4,high,"Lisse is located in the bulb region of the Netherlands, which is a coastal polder area. The venue is situated at approximately 1 meter above sea level."
"Centro Sportivo Saletti, Nembro (ITA)","Centro Sportivo Saletti, Nembro",302,llm_gemini_v4,high,The venue is located in the Seriana Valley; topographic data for the Saletti sports complex in Nembro confirms an elevation of approximately 302m.
"CVEATC, Chula Vista, CA (USA)","Chula Vista Elite Athlete Training Center, Chula Vista",155,llm_gemini_v4,high,The CVEATC (formerly Olympic Training Center) is located at an elevation of approximately 155m (510ft) near the Lower Otay Reservoir.
"Asics Arena, Sofia (BUL)","Asics Arena, Sofia",554,llm_gemini_v4,high,"Formerly known as Festivalna Hall, this indoor arena is located in the Slatina district of Sofia. The elevation is based on topographic data for the specific site in the eastern part of the city."
"Harjun stadion, Jyväskylä (FIN)","Harjun Stadion, Jyvaskyla",105,llm_gemini_v4,high,The stadium is located on the Harju ridge; topographic data for the track surface indicates an elevation of approximately 105m above sea level.
"Stadium Municipal, Albi (FRA)","Stadium Municipal, Albi",174,llm_gemini_v4,high,"The Stadium Municipal in Albi is located at an elevation of approximately 174 meters, consistent with the Tarn river basin topography."
"Bungertstadion, Rehlingen (GER)","Bungertstadion, Rehlingen",195,llm_gemini_v4,high,"The Bungertstadion is located in Rehlingen-Siersburg at an elevation of approximately 195m above sea level, consistent with topographic data for the Saarland region."
"Olympic Stadium, Cheboksary (RUS)","Olympic Stadium, Cheboksary",85,llm_gemini_v4,high,The stadium is located near the Volga River bank in Cheboksary; topographic data for the Olimpiyskiy Stadion site indicates an elevation of approximately 85m.
"Shanghai Stadium, Shanghai (CHN)","Shanghai Stadium, Shanghai",5,llm_gemini_v4,high,Shanghai is a low-lying coastal city; the stadium is located in the Xuhui District with a ground elevation of approximately 4-6 meters.
"Sportpark Ookmeer, Amsterdam (NED)","Sportpark Ookmeer, Amsterdam",-2,llm_gemini_v4,high,"Located in the Osdorp polder area of Amsterdam, which sits below sea level; specific topographic data for the Sportpark indicates an elevation of approximately 2 meters below NAP."
"HFC Bank Stadium, Suva (FIJ)","HFC Bank Stadium, Suva",12,llm_gemini_v4,high,"The stadium (formerly ANZ Stadium) is located in the Laucala Bay area of Suva, which is a coastal location with an elevation of approximately 12 meters above sea level."
"John McDonnell Field, Fayetteville, AR (USA)","John McDonnell Field, Fayetteville",381,llm_gemini_v4,high,"Official elevation for the University of Arkansas athletic complex in Fayetteville is approximately 1,250 feet."
Baku (AZE),"Baku Olympic Stadium, Baku",-28,llm_gemini_v4,high,"Baku is located on the Caspian Sea coast, which is 28 meters below sea level. The Olympic Stadium is built on reclaimed land near Lake Boyukshor at this elevation."
"Stade Urbain Wallet, Amiens (FRA)","Stade Urbain Wallet, Amiens",32,llm_gemini_v4,high,The stadium is located in the Saint-Roch district of Amiens; topographic data for this specific site indicates an elevation of approximately 32 metres above sea level.
"Beroe Stadium, Stara Zagora (BUL)","Beroe Stadium, Stara Zagora",235,llm_gemini_v4,high,Beroe Stadium is located in the northern part of Stara Zagora at the foot of the Sredna Gora mountains; topographic data places the track surface at approximately 235m above sea level.
"Schönbuchstadion, Pliezhausen (GER)","Schonbuchstadion, Pliezhausen",395,llm_gemini_v4,high,The stadium is located in the Neckar-Alb region; topographic data for the Pliezhausen sports complex confirms an elevation of approximately 395m.
"Sportzentrum Niederösterreich, St. Pölten (AUT)","Sportzentrum Niederosterreich, St. Polten",273,llm_gemini_v4,high,"The venue is located in the Lower Austria sports center in St. Polten, which sits at an elevation of approximately 273 meters above sea level."
"Centennial Stadium, Victoria (CAN)","Centennial Stadium, Victoria",65,llm_gemini_v4,high,Located on the University of Victoria campus; specific stadium elevation is approximately 65m above sea level.
"Rimnersvallen, Uddevalla (SWE)","Rimnersvallen, Uddevalla",35,llm_gemini_v4,high,Topographic data for the Rimnersvallen sports complex in Uddevalla indicates an elevation of approximately 35 meters above sea level.
"DP de Villiers Stadium, Sasolburg (RSA)","DP de Villiers Stadium, Sasolburg",1485,llm_gemini_v4,high,Sasolburg is located on the highveld plateau; the stadium is situated at an elevation of approximately 1485m above sea level.
Almaty (KAZ),Almaty,785,llm_gemini_v4,high,"The primary athletics venue in Almaty is the Central Stadium (Ortalyq Stadıon), which sits at approximately 785m. Almaty is a known high-altitude training location."
Montgeron (FRA),"Stade Pierre de Coubertin, Montgeron",36,llm_gemini_v4,high,"The primary athletics venue in Montgeron is the Stade Pierre de Coubertin, located at an elevation of approximately 36m near the Seine valley."
Barquisimeto (VEN),"Polideportivo Maximo Viloria, Barquisimeto",566,llm_gemini_v4,high,"The primary athletics venue in Barquisimeto is the Polideportivo Máximo Viloria, located at an elevation of approximately 566m."
"Stadio Giuseppe Grezar, Trieste (ITA)","Stadio Giuseppe Grezar, Trieste",4,llm_gemini_v4,high,"The stadium is located in the Valmaura district of Trieste, very close to the coastline at sea level. Topographic data confirms the site elevation is approximately 4 meters."
"Cluj Arena, Cluj-Napoca (ROU)","Cluj Arena, Cluj-Napoca",340,llm_gemini_v4,high,Cluj Arena is located in the Somesul Mic river valley; topographic data and stadium specifications confirm an elevation of approximately 340m.
"Estádio Cidade de Coimbra, Coimbra (POR)","Estadio Cidade de Coimbra, Coimbra",45,llm_gemini_v4,high,The stadium is located in the Solum district of Coimbra at an elevation of approximately 45m above sea level.
"Gimhae Stadium, Gimhae (KOR)","Gimhae Stadium, Gimhae",25,llm_gemini_v4,high,"Gimhae Stadium is located in the Samgye-dong district at an elevation of approximately 25m above sea level, situated in the low-lying coastal region of South Gyeongsang Province."
"Iharos Sándor Atlétikai Pálya, Budapest (HUN)","Iharos Sandor Atletikai Palya, Budapest",105,llm_gemini_v4,high,"Located on Margaret Island (Margitsziget) in the Danube, which sits at a consistent elevation of approximately 102-105m."
Šamorín (SVK),"X-Bionic Sphere, Samorin",130,llm_gemini_v4,high,"The primary athletics venue in Samorin is the X-Bionic Sphere, located on the banks of the Danube at an elevation of approximately 130m."
"Ahmadu Bello Stadium, Kaduna (NGR)","Ahmadu Bello Stadium, Kaduna",610,llm_gemini_v4,high,"Kaduna is located on the central plateau of Nigeria; the stadium site is consistently mapped at approximately 610m (2,000ft) above sea level."
"Europahalle, Karlsruhe (GER)","Europahalle, Karlsruhe",116,llm_gemini_v4,high,The Europahalle is located in the Beiertheim-Bulach district of Karlsruhe; the city's base elevation is approximately 115-117m above sea level.
"Anteater Stadium, Irvine, CA (USA)","Anteater Stadium, Irvine",14,llm_gemini_v4,high,Anteater Stadium is located on the UC Irvine campus; topographic data for the stadium site indicates an elevation of approximately 14 meters (46 feet) above sea level.
Paris (FRA),"Stade de France, Paris",35,llm_gemini_v4,high,"The primary international athletics venue for Paris is the Stade de France in Saint-Denis, situated at approximately 35m above sea level."
Ogre (LAT),"Ogre Stadium, Ogre",26,llm_gemini_v4,high,The primary athletics venue in Ogre is the Ogres pilsetas stadions (Ogre City Stadium). The elevation of the stadium site is approximately 26 meters above sea level.
Guelph (CAN),"Alumni Stadium, Guelph",332,llm_gemini_v4,high,Guelph's primary athletics venue is Alumni Stadium at the University of Guelph. The stadium sits at an elevation of approximately 332m above sea level.
"Stadion Werner-von-Linde-Halle, München (GER)","Werner-von-Linde-Halle, Munich",512,llm_gemini_v4,high,"Located in the Olympiapark area of Munich, which sits at an elevation of approximately 512m above sea level."
Yecheon (KOR),"Yecheon Stadium, Yecheon",35,llm_gemini_v4,high,Yecheon Stadium is the primary athletics venue in Yecheon; the stadium floor is situated at approximately 35m above sea level.
La Nucia (ESP),"Estadi Olimpic Camilo Cano, La Nucia",215,llm_gemini_v4,high,"The primary athletics venue in La Nucia is the Estadi Olimpic Camilo Cano, which is situated at an elevation of approximately 215m above sea level."
"RV Christian Track, Manhattan, KS (USA)","R.V. Christian Track, Manhattan",311,llm_gemini_v4,high,"The R.V. Christian Track is located on the Kansas State University campus; USGS topographic data for this specific site indicates an elevation of approximately 311 meters (1,020 feet)."
Minsk (BLR),"Dinamo National Olympic Stadium, Minsk",202,llm_gemini_v4,high,"The primary athletics venue in Minsk is the Dinamo National Olympic Stadium, situated at an elevation of approximately 202m above sea level."
